DEPP;CODCOMP;COMP;Commune pôle;DEP;CODCOM;COM;Commune;PMUN;PCAP;PTOT
49;218;49218;Montrevault-sur-Èvre;49;313;49313;Saint-Pierre-Montlimart;3405;69;3474
49;218;49218;Montrevault-sur-Èvre;49;314;49314;Saint-Quentin-en-Mauges;1057;21;1078
49;018;49018;Baugé-en-Anjou;49;315;49315;Saint-Quentin-lès-Beaurepaire;276;6;282
49;218;49218;Montrevault-sur-Èvre;49;316;49316;Saint-Rémy-en-Mauges;1430;29;1459
49;050;49050;Brissac Loire Aubance;49;317;49317;Saint-Rémy-la-Varenne;945;23;968
49;050;49050;Brissac Loire Aubance;49;318;49318;Saint-Saturnin-sur-Loire;1371;33;1404
49;331;49331;Segré-en-Anjou Bleu;49;319;49319;Saint-Sauveur-de-Flée;313;13;326
49;069;49069;Orée d'Anjou;49;320;49320;Saint-Sauveur-de-Landemont;996;19;1015
49;160;49160;Ingrandes-le-Fresne-sur-Loire;49;321;49321;Saint-Sigismond;389;4;393
49;029;49029;Blaison-Saint-Sulpice;49;322;49322;Saint-Sulpice;204;5;209
49;323;49323;Verrières-en-Anjou;49;323;49323;Saint-Sylvain-d'Anjou;5360;257;5617
49;218;49218;Montrevault-sur-Èvre;49;324;49324;La Salle-et-Chapelle-Aubry;1283;26;1309
49;092;49092;Chemillé-en-Anjou;49;325;49325;La Salle-de-Vihiers;936;27;963
49;050;49050;Brissac Loire Aubance;49;327;49327;Saulgé-l'Hôpital;588;14;602
49;331;49331;Segré-en-Anjou Bleu;49;331;49331;Segré;6959;292;7251
49;080;49080;Les Hauts-d'Anjou;49;335;49335;Sœurdres;373;7;380
49;377;49377;Rives-du-Loir-en-Anjou;49;337;49337;Soucelles;2614;49;2663
49;373;49373;Lys-Haut-Layon;49;342;49342;Tancoigné;310;7;317
49;345;49345;Bellevigne-en-Layon;49;345;49345;Thouarcé;1989;39;2028
49;261;49261;Gennes-Val-de-Loire;49;346;49346;Le Thoureil;409;19;428
49;373;49373;Lys-Haut-Layon;49;348;49348;Tigné;722;17;739
49;301;49301;Sèvremoine;49;349;49349;Tillières;1948;50;1998
49;301;49301;Sèvremoine;49;350;49350;Torfou;2189;56;2245
49;092;49092;Chemillé-en-Anjou;49;351;49351;La Tourlandry;1456;41;1497
49;248;49248;Ombrée d'Anjou;49;354;49354;Le Tremblay;407;4;411
49;373;49373;Lys-Haut-Layon;49;356;49356;Trémont;355;8;363
49;069;49069;Orée d'Anjou;49;360;49360;La Varenne;1837;35;1872
49;050;49050;Brissac Loire Aubance;49;363;49363;Vauchrétien;1574;37;1611
49;125;49125;Doué-en-Anjou;49;365;49365;Les Verchers-sur-Layon;853;17;870
49;248;49248;Ombrée d'Anjou;49;366;49366;Vergonnes;275;3;278
49;367;49367;Erdre-en-Anjou;49;367;49367;Vern-d'Anjou;2329;32;2361
49;018;49018;Baugé-en-Anjou;49;372;49372;Le Vieil-Baugé;1218;25;1243
49;373;49373;Lys-Haut-Layon;49;373;49373;Vihiers;2298;46;2344
49;023;49023;Beaupréau-en-Mauges;49;375;49375;Villedieu-la-Blouère;2520;77;2597
49;183;49183;Val d'Erdre-Auxence;49;376;49376;Villemoisan;691;8;699
49;377;49377;Rives-du-Loir-en-Anjou;49;377;49377;Villevêque;3028;52;3080
49;373;49373;Lys-Haut-Layon;49;379;49379;Le Voide;662;17;679
49;018;49018;Baugé-en-Anjou;49;380;49380;Vaulandry;310;6;316
49;160;49160;Ingrandes-le-Fresne-sur-Loire;49;382;49382;Le Fresne-sur-Loire;991;23;1014
50;041;50041;La Hague;50;001;50001;Acqueville;673;17;690
50;550;50550;Saint-Sauveur-Villages;50;007;50007;Ancteville;216;1;217
50;565;50565;Sartilly-Baie-Bocage;50;009;50009;Angey;288;7;295
50;099;50099;Carentan-les-Marais;50;010;50010;Angoville-au-Plain;110;2;112
50;215;50215;Gouville-sur-Mer;50;014;50014;Anneville-sur-Mer;247;8;255
50;272;50272;Tourneville-sur-Mer;50;015;50015;Annoville;637;12;649
50;487;50487;Saint-James;50;018;50018;Argouges;513;5;518
50;041;50041;La Hague;50;020;50020;Auderville;235;6;241
50;236;50236;La Haye;50;035;50035;Baudreville;76;1;77
50;260;50260;Juvigny les Vallées;50;037;50037;La Bazoge;141;7;148
50;041;50041;La Hague;50;041;50041;Beaumont-Hague;1467;37;1504
50;260;50260;Juvigny les Vallées;50;043;50043;Bellefontaine;139;5;144
50;188;50188;Folligny;50;047;50047;La Beslière;171;2;173
50;523;50523;Sainte-Mère-Église;50;051;50051;Beuzeville-au-Plain;40;0;40
50;256;50256;Isigny-le-Buat;50;053;50053;Les Biards;418;10;428
50;359;50359;Mortain-Bocage;50;056;50056;Bion;375;14;389
50;041;50041;La Hague;50;057;50057;Biville;523;13;536
50;215;50215;Gouville-sur-Mer;50;061;50061;Boisroger;229;4;233
50;236;50236;La Haye;50;063;50063;Bolleville;361;7;368
50;041;50041;La Hague;50;073;50073;Branville-Hague;152;4;156
50;601;50601;Torigny-les-Villes;50;075;50075;Brectouville;154;3;157
50;099;50099;Carentan-les-Marais;50;080;50080;Brévands;305;6;311
50;082;50082;Bricquebec-en-Cotentin;50;082;50082;Bricquebec;4139;63;4202
50;099;50099;Carentan-les-Marais;50;089;50089;Brucheville;130;3;133
50;090;50090;Buais-Les-Monts;50;090;50090;Buais;488;8;496
50;095;50095;Canisy;50;095;50095;Canisy;1023;24;1047
50;099;50099;Carentan-les-Marais;50;099;50099;Carentan;6024;85;6109
50;487;50487;Saint-James;50;100;50100;Carnet;471;6;477
50;523;50523;Sainte-Mère-Église;50;103;50103;Carquebut;297;4;301
50;099;50099;Carentan-les-Marais;50;107;50107;Catz;106;1;107
50;256;50256;Isigny-le-Buat;50;113;50113;Chalandrey;300;4;304
50;565;50565;Sartilly-Baie-Bocage;50;116;50116;Champcey;236;5;241
50;431;50431;Remilly Les Marais;50;119;50119;Les Champs-de-Losque;197;2;199
50;239;50239;Thèreval;50;123;50123;La Chapelle-en-Juger;647;23;670
50;260;50260;Juvigny les Vallées;50;125;50125;Chasseguey;81;2;83
50;523;50523;Sainte-Mère-Église;50;127;50127;Chef-du-Pont;624;6;630
50;393;50393;Percy-en-Normandie;50;128;50128;Le Chefresne;258;4;262
50;129;50129;Cherbourg-en-Cotentin;50;129;50129;Cherbourg-Octeville;35452;961;36413
50;260;50260;Juvigny les Vallées;50;131;50131;Chérencé-le-Roussel;274;9;283
50;168;50168;Ducey-Les Chéris;50;132;50132;Les Chéris;257;8;265
50;391;50391;Grandparigny;50;133;50133;Chèvreville;193;9;202
50;363;50363;Moyon Villages;50;134;50134;Chevry;96;3;99
50;273;50273;Montsenelle;50;136;50136;Coigny;168;5;173
50;419;50419;Quettreville-sur-Sienne;50;140;50140;Contrières;372;9;381
50;487;50487;Saint-James;50;154;50154;La Croix-Avranchin;456;12;468
50;412;50412;Port-Bail-sur-Mer;50;160;50160;Denneville;550;14;564
50;041;50041;La Hague;50;163;50163;Digulleville;261;6;267
50;168;50168;Ducey-Les Chéris;50;168;50168;Ducey;2572;52;2624
50;523;50523;Sainte-Mère-Église;50;170;50170;Écoquenéauville;94;4;98
50;041;50041;La Hague;50;171;50171;Éculleville;47;1;48
50;129;50129;Cherbourg-en-Cotentin;50;173;50173;Équeurdreville-Hainneville;15772;427;16199
50;591;50591;Le Teilleul;50;179;50179;Ferrières;48;0;48
50;041;50041;La Hague;50;187;50187;Flottemanville-Hague;979;24;1003
50;436;50436;Romagny Fontenay;50;189;50189;Fontenay;302;8;310
50;523;50523;Sainte-Mère-Église;50;191;50191;Foucarville;113;3;116
50;197;50197;Gavray-sur-Sienne;50;197;50197;Gavray;1442;19;1461
50;601;50601;Torigny-les-Villes;50;202;50202;Giéville;689;6;695
50;129;50129;Cherbourg-en-Cotentin;50;203;50203;La Glacerie;5882;159;6041
50;236;50236;La Haye;50;204;50204;Glatigny;142;5;147
50;546;50546;Bourgvallées;50;213;50213;Gourfaleur;461;14;475
50;215;50215;Gouville-sur-Mer;50;215;50215;Gouville-sur-Mer;2165;51;2216
50;041;50041;La Hague;50;220;50220;Gréville-Hague;649;16;665
50;419;50419;Quettreville-sur-Sienne;50;223;50223;Guéhébert;136;1;137
50;601;50601;Torigny-les-Villes;50;224;50224;Guilberville;1247;18;1265
50;236;50236;La Haye;50;236;50236;La Haye-du-Puits;1478;70;1548
50;239;50239;Thèreval;50;239;50239;Hébécrevon;1134;30;1164
50;041;50041;La Hague;50;242;50242;Herqueville;146;4;150
50;419;50419;Quettreville-sur-Sienne;50;244;50244;Hérenguerville;202;5;207
50;591;50591;Le Teilleul;50;245;50245;Heussé;191;6;197
50;099;50099;Carentan-les-Marais;50;249;50249;Houesville;246;4;250
50;591;50591;Le Teilleul;50;254;50254;Husson;177;2;179
50;419;50419;Quettreville-sur-Sienne;50;255;50255;Hyenville;364;13;377
50;041;50041;La Hague;50;257;50257;Jobourg;467;12;479
50;260;50260;Juvigny les Vallées;50;260;50260;Juvigny-le-Tertre;605;13;618
50;272;50272;Tourneville-sur-Mer;50;272;50272;Lingreville;1031;18;1049
50;273;50273;Montsenelle;50;273;50273;Lithaire;599;10;609
50;292;50292;Marigny-Le-Lozon;50;280;50280;Lozon;326;6;332
50;410;50410;Pontorson;50;284;50284;Macey;106;0;106
50;256;50256;Isigny-le-Buat;50;286;50286;La Mancellière;274;12;286
50;546;50546;Bourgvallées;50;287;50287;La Mancellière-sur-Vire;548;7;555
50;292;50292;Marigny-Le-Lozon;50;292;50292;Marigny;2428;72;2500
50;391;50391;Grandparigny;50;293;50293;Martigny;307;10;317
50;197;50197;Gavray-sur-Sienne;50;301;50301;Le Mesnil-Amand;183;4;187
50;256;50256;Isigny-le-Buat;50;306;50306;Le Mesnil-Bœufs;182;5;187
50;550;50550;Saint-Sauveur-Villages;50;308;50308;Le Mesnilbus;353;3;356
50;188;50188;Folligny;50;309;50309;Le Mesnil-Drey;244;5;249
50;546;50546;Bourgvallées;50;313;50313;Le Mesnil-Herman;138;0;138
50;363;50363;Moyon Villages;50;316;50316;Le Mesnil-Opac;271;7;278
50;260;50260;Juvigny les Vallées;50;318;50318;Le Mesnil-Rainfray;210;1;211
50;197;50197;Gavray-sur-Sienne;50;320;50320;Le Mesnil-Rogues;176;4;180
50;256;50256;Isigny-le-Buat;50;322;50322;Le Mesnil-Thébault;278;13;291
50;260;50260;Juvigny les Vallées;50;323;50323;Le Mesnil-Tôve;228;5;233
50;431;50431;Remilly Les Marais;50;325;50325;Le Mesnil-Vigot;220;4;224
50;391;50391;Grandparigny;50;329;50329;Milly;326;9;335
50;236;50236;La Haye;50;330;50330;Mobecq;235;7;242
50;487;50487;Saint-James;50;337;50337;Montanel;371;6;377
50;388;50388;Orval sur Sienne;50;339;50339;Montchaton;309;7;316
50;236;50236;La Haye;50;343;50343;Montgardon;469;8;477
50;256;50256;Isigny-le-Buat;50;344;50344;Montgothier;236;10;246
50;256;50256;Isigny-le-Buat;50;346;50346;Montigny;234;6;240
50;099;50099;Carentan-les-Marais;50;348;50348;Montmartin-en-Graignes;607;6;613
50;215;50215;Gouville-sur-Mer;50;354;50354;Montsurvent;434;7;441
50;565;50565;Sartilly-Baie-Bocage;50;355;50355;Montviron;344;4;348
50;359;50359;Mortain-Bocage;50;359;50359;Mortain;1547;135;1682
50;363;50363;Moyon Villages;50;363;50363;Moyon;1098;23;1121
50;256;50256;Isigny-le-Buat;50;367;50367;Naftel;174;6;180
50;492;50492;Saint-Jean-d'Elle;50;380;50380;Notre-Dame-d'Elle;181;3;184
50;359;50359;Mortain-Bocage;50;381;50381;Notre-Dame-du-Touchet;611;10;621
50;041;50041;La Hague;50;385;50385;Omonville-la-Petite;119;3;122
50;041;50041;La Hague;50;386;50386;Omonville-la-Rogue;485;12;497
50;388;50388;Orval sur Sienne;50;388;50388;Orval;913;27;940
50;391;50391;Grandparigny;50;391;50391;Parigny;1797;46;1843
50;393;50393;Percy-en-Normandie;50;393;50393;Percy;2370;91;2461
50;082;50082;Bricquebec-en-Cotentin;50;396;50396;Les Perques;155;2;157
50;444;50444;Saint-Amand-Villages;50;404;50404;Placy-Montaigu;212;2;214
50;410;50410;Pontorson;50;410;50410;Pontorson;3832;64;3896
50;412;50412;Port-Bail-sur-Mer;50;412;50412;Portbail;1492;48;1540
50;492;50492;Saint-Jean-d'Elle;50;414;50414;Précorbin;526;6;532
50;273;50273;Montsenelle;50;415;50415;Prétot-Sainte-Suzanne;296;4;300
50;129;50129;Cherbourg-en-Cotentin;50;416;50416;Querqueville;4957;134;5091
50;082;50082;Bricquebec-en-Cotentin;50;418;50418;Quettetot;731;14;745
50;419;50419;Quettreville-sur-Sienne;50;419;50419;Quettreville-sur-Sienne;1441;32;1473
50;523;50523;Sainte-Mère-Église;50;427;50427;Ravenoville;229;1;230
50;431;50431;Remilly Les Marais;50;431;50431;Remilly-sur-Lozon;647;5;652
50;565;50565;Sartilly-Baie-Bocage;50;434;50434;La Rochelle-Normande;352;11;363
50;436;50436;Romagny Fontenay;50;436;50436;Romagny;945;36;981
50;550;50550;Saint-Sauveur-Villages;50;438;50438;La Ronde-Haye;323;7;330
50;167;50167;Dragey-Ronthon;50;439;50439;Ronthon;224;6;230
50;639;50639;Villedieu-les-Poêles-Rouffigny;50;440;50440;Rouffigny;311;4;315
50;492;50492;Saint-Jean-d'Elle;50;441;50441;Rouxeville;388;10;398
50;444;50444;Saint-Amand-Villages;50;444;50444;Saint-Amand;2311;59;2370
50;550;50550;Saint-Sauveur-Villages;50;449;50449;Saint-Aubin-du-Perron;221;3;224
50;099;50099;Carentan-les-Marais;50;458;50458;Saint-Côme-du-Mont;460;10;470
50;041;50041;La Hague;50;460;50460;Sainte-Croix-Hague;828;21;849
50;095;50095;Canisy;50;465;50465;Saint-Ébremond-de-Bonfossé;700;30;730
50;564;50564;Terre-et-Marais;50;470;50470;Saint-Georges-de-Bohon;411;7;418
50;041;50041;La Hague;50;477;50477;Saint-Germain-des-Vaux;332;8;340
50;484;50484;Saint-Hilaire-du-Harcouët;50;484;50484;Saint-Hilaire-du-Harcouët;3679;250;3929
50;099;50099;Carentan-les-Marais;50;485;50485;Saint-Hilaire-Petitville;1372;24;1396
50;487;50487;Saint-James;50;487;50487;Saint-James;2766;50;2816
50;492;50492;Saint-Jean-d'Elle;50;492;50492;Saint-Jean-des-Baisants;1298;32;1330
50;359;50359;Mortain-Bocage;50;494;50494;Saint-Jean-du-Corail;257;2;259
50;273;50273;Montsenelle;50;497;50497;Saint-Jores;375;5;380
50;493;50493;Saint-Jean-des-Champs;50;501;50501;Saint-Léger;90;3;93
50;412;50412;Port-Bail-sur-Mer;50;503;50503;Saint-Lô-d'Ourville;480;7;487
50;591;50591;Le Teilleul;50;508;50508;Sainte-Marie-du-Bois;57;0;57
50;484;50484;Saint-Hilaire-du-Harcouët;50;515;50515;Saint-Martin-de-Landelles;1096;25;1121
50;025;50025;Avranches;50;516;50516;Saint-Martin-des-Champs;2493;77;2570
50;082;50082;Bricquebec-en-Cotentin;50;520;50520;Saint-Martin-le-Hébert;155;2;157
50;523;50523;Sainte-Mère-Église;50;523;50523;Sainte-Mère-Église;1513;29;1542
50;550;50550;Saint-Sauveur-Villages;50;524;50524;Saint-Michel-de-la-Pierre;185;6;191
50;099;50099;Carentan-les-Marais;50;534;50534;Saint-Pellerin;350;6;356
50;236;50236;La Haye;50;544;50544;Saint-Rémy-des-Landes;215;3;218
50;546;50546;Bourgvallées;50;545;50545;Saint-Romphaire;771;16;787
50;546;50546;Bourgvallées;50;546;50546;Saint-Samson-de-Bonfossé;935;27;962
50;550;50550;Saint-Sauveur-Villages;50;550;50550;Saint-Sauveur-Lendelin;1553;89;1642
50;090;50090;Buais-Les-Monts;50;557;50557;Saint-Symphorien-des-Monts;124;3;127
50;236;50236;La Haye;50;558;50558;Saint-Symphorien-le-Valois;813;22;835
50;493;50493;Saint-Jean-des-Champs;50;561;50561;Saint-Ursin;177;4;181
50;564;50564;Terre-et-Marais;50;564;50564;Sainteny;877;12;889
50;565;50565;Sartilly-Baie-Bocage;50;565;50565;Sartilly;1623;29;1652
50;215;50215;Gouville-sur-Mer;50;573;50573;Servigny;191;3;194
50;546;50546;Bourgvallées;50;581;50581;Soulles;466;7;473
50;582;50582;Sourdeval;50;582;50582;Sourdeval;2584;49;2633
50;197;50197;Gavray-sur-Sienne;50;583;50583;Sourdeval-les-Bois;227;2;229
50;236;50236;La Haye;50;586;50586;Surville;197;3;200
50;591;50591;Le Teilleul;50;591;50591;Le Teilleul;1219;21;1240
50;041;50041;La Hague;50;600;50600;Tonneville;613;15;628
50;601;50601;Torigny-les-Villes;50;601;50601;Torigni-sur-Vire;2351;34;2385
50;129;50129;Cherbourg-en-Cotentin;50;602;50602;Tourlaville;15965;433;16398
50;419;50419;Quettreville-sur-Sienne;50;605;50605;Trelly;666;9;675
50;041;50041;La Hague;50;611;50611;Urville-Nacqueville;1948;48;1996
50;082;50082;Bricquebec-en-Cotentin;50;614;50614;Le Valdécie;143;1;144
50;041;50041;La Hague;50;620;50620;Vasteville;1220;30;1250
50;550;50550;Saint-Sauveur-Villages;50;622;50622;Vaudrimesnil;399;9;408
50;041;50041;La Hague;50;623;50623;Vauville;300;7;307
50;582;50582;Sourdeval;50;625;50625;Vengeons;456;11;467
50;487;50487;Saint-James;50;627;50627;Vergoncey;184;4;188
50;410;50410;Pontorson;50;630;50630;Vessey;381;5;386
50;099;50099;Carentan-les-Marais;50;631;50631;Les Veys;479;8;487
50;256;50256;Isigny-le-Buat;50;632;50632;Vezins;259;7;266
50;492;50492;Saint-Jean-d'Elle;50;635;50635;Vidouville;142;2;144
50;099;50099;Carentan-les-Marais;50;636;50636;Vierville;31;0;31
50;359;50359;Mortain-Bocage;50;638;50638;Villechien;164;8;172
50;639;50639;Villedieu-les-Poêles-Rouffigny;50;639;50639;Villedieu-les-Poêles;3534;60;3594
50;487;50487;Saint-James;50;640;50640;Villiers-le-Pré;205;4;209
50;484;50484;Saint-Hilaire-du-Harcouët;50;644;50644;Virey;960;32;992
50;082;50082;Bricquebec-en-Cotentin;50;646;50646;Le Vrétot;565;11;576
51;158;51158;Val-des-Marais;51;021;51021;Aulnay-aux-Planches;73;7;80
51;158;51158;Val-des-Marais;51;024;51024;Aulnizeux;44;1;45
51;030;51030;Aÿ-Champagne;51;030;51030;Ay;3508;56;3564
51;457;51457;Cœur-de-la-Vallée;51;063;51063;Binson-et-Orquigny;163;1;164
51;030;51030;Aÿ-Champagne;51;064;51064;Bisseuil;573;7;580
51;075;51075;Bourgogne-Fresne;51;075;51075;Bourgogne;1019;25;1044
51;171;51171;Cormicy;51;171;51171;Cormicy;1458;15;1473
51;075;51075;Bourgogne-Fresne;51;261;51261;Fresne-lès-Reims;435;9;444
51;612;51612;Blancs-Coteaux;51;271;51271;Gionges;184;74;258
51;564;51564;Val de Livre;51;331;51331;Louvois;323;4;327
51;030;51030;Aÿ-Champagne;51;347;51347;Mareuil-sur-Ay;1067;27;1094
51;158;51158;Val-des-Marais;51;383;51383;Morains;96;2;98
51;248;51248;Fère-Champenoise;51;405;51405;Normée;62;0;62
51;612;51612;Blancs-Coteaux;51;411;51411;Oger;515;6;521
51;457;51457;Cœur-de-la-Vallée;51;457;51457;Reuil;273;2;275
52;182;52182;Éclaron-Braucourt-Sainte-Livière;51;494;51494;Sainte-Livière;236;2;238
51;564;51564;Val de Livre;51;564;51564;Tauxières-Mutry;268;13;281
51;611;51611;Vert-Toulon;51;575;51575;Toulon-la-Montagne;36;1;37
51;612;51612;Blancs-Coteaux;51;612;51612;Vertus;2213;81;2294
51;457;51457;Cœur-de-la-Vallée;51;637;51637;Villers-sous-Châtillon;209;3;212
51;612;51612;Blancs-Coteaux;51;651;51651;Voipreux;208;5;213
51;171;51171;Cormicy;51;664;51664;Gernicourt;46;1;47
52;088;52088;Ceffonds;52;010;52010;Anglus;59;4;63
52;140;52140;Colombey les Deux Églises;52;018;52018;Argentolles;35;1;36
52;273;52273;Larivière-Arnoncourt;52;020;52020;Arnoncourt-sur-Apance;26;0;26
52;497;52497;Troisfontaines-la-Ville;52;032;52032;Avrainville;127;6;133
52;449;52449;Saints-Geosmes;52;036;52036;Balesmes-sur-Marne;232;7;239
52;400;52400;Le Châtelet-sur-Meuse;52;041;52041;Beaucharmoy;36;0;36
52;140;52140;Colombey les Deux Églises;52;049;52049;Biernes;41;0;41
52;140;52140;Colombey les Deux Églises;52;052;52052;Blaise;70;0;70
52;008;52008;Andelot-Blancheville;52;054;52054;Blancheville;106;3;109
52;064;52064;Bourmont-entre-Meuse-et-Mouzon;52;064;52064;Bourmont;387;25;412
52;182;52182;Éclaron-Braucourt-Sainte-Livière;52;068;52068;Braucourt;165;4;169
52;491;52491;Thonnance-les-Moulins;52;071;52071;Bressoncourt;7;0;7
52;123;52123;Chevillon;52;073;52073;Breuil-sur-Marne;103;4;107
52;197;52197;Fayl-Billot;52;077;52077;Broncourt;61;1;62
52;121;52121;Chaumont;52;078;52078;Brottes;760;40;800
52;491;52491;Thonnance-les-Moulins;52;080;52080;Brouthières;16;0;16
52;426;52426;Rizaucourt-Buchey;52;081;52081;Buchey;22;0;22
52;140;52140;Colombey les Deux Églises;52;100;52100;Champcourt;40;2;42
52;432;52432;Rolampont;52;111;52111;Charmoilles;84;4;88
52;197;52197;Fayl-Billot;52;112;52112;Charmoy;82;2;84
52;189;52189;Le Val-d'Esnoms;52;117;52117;Chatoillenot;105;4;109
52;074;52074;Breuvannes-en-Bassigny;52;139;52139;Colombey-lès-Choiseul;75;3;78
52;140;52140;Colombey les Deux Églises;52;140;52140;Colombey-les-Deux-Églises;345;12;357
52;083;52083;Champsevraine;52;143;52143;Corgirnon;294;7;301
52;269;52269;Langres;52;144;52144;Corlée;204;4;208
52;189;52189;Le Val-d'Esnoms;52;150;52150;Courcelles-Val-d'Esnoms;113;3;116
52;114;52114;Châteauvillain;52;153;52153;Créancey;192;3;195
52;205;52205;Foulain;52;154;52154;Crenay;225;9;234
52;353;52353;Nogent;52;176;52176;Donnemarie;58;3;61
52;411;52411;Rives Dervoises;52;180;52180;Droyes;418;4;422
52;332;52332;Val-de-Meuse;52;186;52186;Épinant;86;2;88
52;187;52187;Épizon;52;187;52187;Épizon;128;2;130
52;353;52353;Nogent;52;191;52191;Essey-les-Eaux;51;0;51
52;114;52114;Châteauvillain;52;192;52192;Essey-les-Ponts;85;0;85
52;497;52497;Troisfontaines-la-Ville;52;202;52202;Flornoy;84;1;85
52;377;52377;Parnoy-en-Bassigny;52;209;52209;Fresnoy-en-Bassigny;120;3;123
70;122;70122;Champlitte;52;210;52210;Frettes;108;3;111
52;060;52060;Bourbonne-les-Bains;52;215;52215;Genrupt;58;0;58
52;064;52064;Bourmont-entre-Meuse-et-Mouzon;52;224;52224;Gonaincourt;51;0;51
52;064;52064;Bourmont-entre-Meuse-et-Mouzon;52;225;52225;Goncourt;218;8;226
52;265;52265;Bayard-sur-Marne;52;226;52226;Gourzon;496;12;508
52;288;52288;Lezéville;52;236;52236;Harméville;34;1;35
52;140;52140;Colombey les Deux Églises;52;238;52238;Harricourt;41;0;41
52;529;52529;Villegusien-le-Lac;52;239;52239;Heuilley-Cotton;264;6;270
52;246;52246;Humes-Jorquenay;52;252;52252;Jorquenay;143;3;146
52;251;52251;Jonchery;52;259;52259;Laharmand;123;2;125
52;094;52094;Vals-des-Tilles;52;261;52261;Lamargelle-aux-Bois;20;0;20
52;140;52140;Colombey les Deux Églises;52;262;52262;Lamothe-en-Blaisy;64;1;65
52;173;52173;Domremy-Landéville;52;263;52263;Landéville;16;1;17
52;288;52288;Lezéville;52;268;52268;Laneuville-au-Bois;34;0;34
52;432;52432;Rolampont;52;270;52270;Lannes;171;0;171
52;140;52140;Colombey les Deux Églises;52;279;52279;Lavilleneuve-aux-Fresnes;21;0;21
52;332;52332;Val-de-Meuse;52;281;52281;Lécourt;52;2;54
52;332;52332;Val-de-Meuse;52;283;52283;Lénizeul;76;0;76
52;411;52411;Rives Dervoises;52;293;52293;Longeville-sur-la-Laines;401;9;410
52;411;52411;Rives Dervoises;52;296;52296;Louze;296;11;307
52;456;52456;Saint-Urbain-Maconcourt;52;299;52299;Maconcourt;36;2;38
52;058;52058;Bologne;52;309;52309;Marault;245;6;251
52;114;52114;Châteauvillain;52;314;52314;Marmesse;57;0;57
52;332;52332;Val-de-Meuse;52;317;52317;Maulain;63;2;65
52;074;52074;Breuvannes-en-Bassigny;52;324;52324;Meuvy;72;3;75
52;388;52388;Pierremont-sur-Amance;52;329;52329;Montesson;38;1;39
52;331;52331;La Porte du Der;52;331;52331;Montier-en-Der;1851;51;1902
52;242;52242;Haute-Amance;52;333;52333;Montlandon;166;5;171
52;469;52469;Semoutiers-Montsaon;52;339;52339;Montsaon;400;7;407
52;405;52405;Le Montsaugeonnais;52;340;52340;Montsaugeon;79;1;80
52;094;52094;Vals-des-Tilles;52;345;52345;Musseau;50;1;51
52;064;52064;Bourmont-entre-Meuse-et-Mouzon;52;351;52351;Nijon;95;0;95
52;353;52353;Nogent;52;361;52361;Odival;186;5;191
52;274;52274;Latrecey-Ormoy-sur-Aube;52;368;52368;Ormoy-sur-Aube;57;0;57
52;187;52187;Épizon;52;379;52379;Pautaines-Augeville;28;0;28
52;292;52292;Longeau-Percey;52;381;52381;Percey-le-Pautel;199;0;199
52;529;52529;Villegusien-le-Lac;52;387;52387;Piépape;107;1;108
52;384;52384;Perrogney-les-Fontaines;52;389;52389;Pierrefontaines;32;0;32
52;529;52529;Villegusien-le-Lac;52;402;52402;Prangey;181;3;184
52;140;52140;Colombey les Deux Églises;52;404;52404;Pratz;9;0;9
52;405;52405;Le Montsaugeonnais;52;405;52405;Prauthoy;384;10;394
52;265;52265;Bayard-sur-Marne;52;408;52408;Prez-sur-Marne;220;7;227
52;211;52211;Froncles;52;409;52409;Provenchères-sur-Marne;56;0;56
52;332;52332;Val-de-Meuse;52;410;52410;Provenchères-sur-Meuse;235;4;239
52;411;52411;Rives Dervoises;52;411;52411;Puellemontier;191;17;208
52;050;52050;Biesles;52;412;52412;Le Puits-des-Mèzes;167;3;170
52;332;52332;Val-de-Meuse;52;417;52417;Ravennefontaines;67;1;68
52;332;52332;Val-de-Meuse;52;418;52418;Récourt;66;1;67
52;331;52331;La Porte du Der;52;427;52427;Robert-Magny;261;4;265
52;058;52058;Bologne;52;434;52434;Roôcourt-la-Côte;208;3;211
52;242;52242;Haute-Amance;52;435;52435;Rosoy-sur-Amance;216;2;218
52;479;52479;Sommevoire;52;441;52441;Rozières;65;1;66
52;449;52449;Saints-Geosmes;52;449;52449;Saints-Geosmes;865;24;889
52;031;52031;Autreville-sur-la-Renne;52;451;52451;Saint-Martin-sur-la-Renne;76;1;77
52;529;52529;Villegusien-le-Lac;52;454;52454;Saint-Michel;112;2;114
52;251;52251;Jonchery;52;460;52460;Sarcicourt;158;1;159
52;177;52177;Doulaincourt-Saucourt;52;462;52462;Saucourt-sur-Rognon;135;2;137
52;088;52088;Ceffonds;52;466;52466;Sauvage-Magny;53;1;54
52;118;52118;Chatonrupt-Sommermont;52;477;52477;Sommermont;50;1;51
52;123;52123;Chevillon;52;478;52478;Sommeville;261;5;266
52;491;52491;Thonnance-les-Moulins;52;481;52481;Soulaincourt;18;0;18
52;242;52242;Haute-Amance;52;496;52496;Troischamps;62;2;64
52;432;52432;Rolampont;52;498;52498;Tronchoy;53;2;55
52;031;52031;Autreville-sur-la-Renne;52;501;52501;Valdelancourt;81;2;83
52;544;52544;Voisey;52;508;52508;Vaux-la-Douce;25;0;25
52;405;52405;Le Montsaugeonnais;52;509;52509;Vaux-sous-Aubigny;677;9;686
